TT15,10002034,anemia,10005329
TT8,10021688,easy bruising,10005329
TT8,10057488,yellow eyes,10005329
TT6,10002546,ankles swelling,10007541
TT6,10002546,sever swelling of ankles,10007541
TT8,10002546,Edema of ankles,10007541
TT7,10007518,severe arrythmias,10007541
TT3,10007518,arrythmia,10007541
TT5,10007518,arrhythmia,10007541
TT9,10007636,significan heart muscle weakness,10007541
TT1,10013573,DIZZY,10007541
TT1,10013573,Dizzy,10007541
TT1,10013573,dizzines,10007541
TT2,10013573,Dizziness,10007541
TT1,10013573,dizzyness,10007541
TT1,10013573,Dizziness,10007541
TT1,10013573,dizziness,10007541
TT1,10013573,dizziness,10007541
TT3,10013573,dizziness,10007541
TT4,10013573,dizziness,10007541
TT5,10013573,dizziness,10007541
TT2,10013573,dizziness,10007541
TT2,10013573,dizziness,10007541
TT2,10013573,dizziness,10007541
TT1,10013573,intense dizziness,10007541
TT20,10013573,dizziness,10007541
TT5,10013573,diziness,10007541
TT6,10013573,dizzyness,10007541
TT2,10013573,dizzy spells,10007541
TT2,10013573,dizziness,10007541
TT2,10013573,dizziness,10007541
TT6,10013573,Dizzy spells,10007541
TT2,10013573,Dizziness,10007541
TT9,10013573,dizziness,10007541
TT2,10013573,dizziness,10007541
TT2,10013573,Dizzieness,10007541
TT7,10013573,dizziness,10007541
TT8,10013573,dizzyness,10007541
TT2,10013573,dizziness,10007541
TT2,10013573,dizziness,10007541
TT6,10013573,dizzy,10007541
TT3,10013573,dizzy,10007541
TT10,10013573,dizziness,10007541
TT3,10013573,dizzy spells,10007541
TT1,10013573,dizziness,10007541
TT3,10013573,dizziness,10007541
TT3,10013573,dizziness (fainting spells),10007541
TT11,10013573,dizzyness,10007541
TT7,10013573,dizzy,10007541
TT5,10013573,dizziness,10007541
TT5,10013573,dizziness,10007541
TT1,10013573,dizzy,10007541
TT2,10013573,diziness,10007541
TT5,10013573,dizziness,10007541
TT4,10013573,dizzyness,10007541
TT2,10013573,dizziness,10007541
TT3,10013573,dizziness,10007541
TT3,10013573,dizziness,10007541
TT16,10013573,dizziness,10007541
TT3,10013573,occasional dizziness,10007541
TT3,10013573,Dizzy,10007541
TT10,10013573,dizziness,10007541
TT11,10013573,dizziness,10007541
TT3,10013573,DIZZINESS,10007541
TT5,10013573,dizziness,10007541
TT6,10013573,dizzy,10007541
TT3,10013573,slightly dizzy virtually all the time,10007541
TT6,10013573,dizzyness,10007541
TT2,10013573,dizzy,10007541
TT3,10013573,dizziness,10007541
TT1,10013573,dizziness,10007541
TT4,10013573,dizziness,10007541
TT1,10013573,dizzy,10007541
TT1,10013573,Dizziness,10007541
TT18,10013573,dizzines,10007541
TT11,10013573,dizziness,10007541
TT1,10013646,skipping heart beats,10007541
TT7,10016379,I felt like I was going to pass out,10007541
TT5,10019121,swollen hands,10007541
TT9,10019121,swelling hands,10007541
TT5,10019121,sever swelling of hands,10007541
TT8,10019276,damage your heart,10007541
TT10,10019276,severe heart disease,10007541
TT19,10019276,heart damage,10007541
TT6,10019279,weak heart muscle,10007541
TT3,10019297,HEART THROBBING OUT OF MY CHEST,10007541
TT15,10024492,lightheaded foggy brain (like being in a stupor),10007541
TT1,10024492,LIGHT HEADED,10007541
TT1,10024492,lightheadedness,10007541
TT3,10024492,light-headedness feeling,10007541
TT4,10024492,light headedness(problem keeping balance),10007541
TT3,10024492,lightheadedness,10007541
TT7,10024492,lightheadedness,10007541
TT3,10024492,light headed,10007541
TT2,10024492,lightheaded,10007541
TT8,10024492,light head,10007541
TT2,10024492,lightheaded,10007541
TT9,10024492,light-headedness (hurt to hold my head up or turn my head from side to side and that made driving real difficult),10007541
TT5,10024492,light headed,10007541
TT3,10024492,lightheadedness,10007541
TT1,10024492,lightheadedness,10007541
TT2,10024492,light headedness,10007541
TT7,10024492,lightheadedness,10007541
TT7,10024492,light headed,10007541
TT11,10024492,light headed,10007541
TT1,10024492,lightheadedness,10007541
